ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
13,D,Flight,3,5,198,3,medium,F,1,3667
5462,F,Road,6,4,256,4,low,F,2,1752
8482,B,Road,3,2,227,2,low,M,10,5401
7433,C,Ship,5,2,254,2,low,F,5,4985
7095,A,Ship,3,2,182,10,low,M,1,4303
8847,A,Ship,5,1,258,3,medium,F,8,5694
7836,F,Ship,3,5,139,2,low,F,6,5181
4043,C,Ship,2,3,187,3,medium,F,6,5547
8446,B,Ship,3,5,142,2,low,M,6,5974
3065,C,Ship,2,5,164,4,medium,M,2,1439
4743,A,Ship,3,5,267,2,high,M,2,5062
4847,C,Ship,5,4,267,2,low,M,7,5292
3830,F,Road,6,4,136,3,low,M,2,1187
8209,D,Road,5,5,247,2,medium,M,5,4250
6636,F,Ship,3,4,186,4,low,M,6,4403
1463,C,Ship,5,1,248,3,low,M,37,3830
5851,D,Ship,2,4,114,5,high,F,5,5334
2726,F,Road,4,3,253,3,high,F,18,2849
9297,A,Road,4,4,128,6,medium,F,3,5459
10680,F,Road,4,4,205,2,medium,F,8,5876
1744,B,Ship,6,2,143,5,low,M,17,1955
4566,F,Ship,6,2,282,5,medium,M,5,1818
4883,C,Ship,4,3,181,4,low,F,8,5106
7636,B,Ship,2,4,193,2,low,F,5,5706
3414,F,Road,3,1,188,3,low,M,3,4222
1447,D,Ship,4,5,108,6,medium,M,46,1882
1391,C,Ship,4,5,186,3,low,F,16,2693
7492,B,Ship,4,2,248,6,low,M,1,1415
10602,F,Ship,3,3,158,3,low,F,6,5261
5519,C,Ship,5,3,227,5,medium,M,2,1965
5456,F,Road,3,5,256,2,medium,F,9,5750
4202,F,Ship,4,4,270,2,low,F,1,5148
10138,B,Flight,6,5,277,4,medium,F,5,1845
2176,B,Road,3,5,230,3,low,F,49,3477
3874,B,Ship,4,5,216,3,medium,M,1,5167
6075,A,Ship,4,3,145,4,medium,M,2,5735
8437,D,Ship,3,1,247,4,low,F,8,5376
4987,D,Ship,7,1,278,4,low,M,10,1508
1005,A,Ship,3,2,146,6,medium,F,62,1162
9073,D,Ship,5,4,137,2,low,M,7,5338
10658,F,Ship,4,5,267,5,low,M,7,1983
3225,A,Ship,3,4,117,3,low,F,6,4046
4,B,Flight,3,3,176,4,medium,M,10,1177
5893,D,Flight,3,5,218,3,low,M,2,5841
9398,F,Ship,6,4,286,4,medium,F,1,1539
4227,A,Road,4,1,166,2,low,F,6,5737
4173,A,Ship,3,3,166,3,high,M,6,5089
3622,B,Ship,3,3,148,3,low,M,1,5700
2462,F,Flight,3,3,246,3,low,M,27,3648
6525,A,Ship,3,1,261,8,medium,F,9,5248
3251,C,Ship,4,1,181,2,low,F,3,5877
9255,A,Ship,3,3,258,3,medium,F,7,4068
9618,F,Ship,4,4,149,3,medium,F,2,4241
1246,B,Flight,4,3,258,3,medium,M,58,2579
2524,B,Ship,5,5,133,10,medium,M,9,1724
9192,F,Flight,6,3,266,4,low,F,9,1106
4444,B,Ship,3,2,256,2,medium,F,9,4228
2171,C,Road,3,4,256,2,medium,M,55,2247
10912,B,Ship,4,5,227,10,low,M,7,4403
7240,B,Road,3,5,142,3,low,F,2,4619
2684,F,Ship,3,1,160,3,low,M,57,1833
3627,A,Ship,4,3,227,3,medium,F,10,5491
4499,C,Road,3,4,269,2,medium,M,6,5951
8308,B,Ship,6,2,254,4,low,F,9,1626
6350,F,Ship,3,3,237,4,low,F,8,5761
10495,D,Ship,3,4,148,3,medium,M,7,4531
9151,D,Ship,7,5,255,4,low,F,9,1367
8941,D,Ship,4,2,185,2,medium,F,3,5356
132,F,Road,3,4,144,3,low,M,50,1865
3461,C,Ship,3,5,220,2,low,F,1,5663
2621,C,Ship,2,4,120,2,medium,M,13,1240
6005,C,Road,6,1,255,4,low,M,5,1253
9193,D,Flight,7,1,280,5,low,M,10,1199
5400,F,Ship,5,1,263,3,medium,M,6,4505
7330,B,Ship,4,5,135,3,low,M,1,5013
8149,D,Ship,3,2,176,2,medium,F,1,5292
8816,F,Ship,4,4,268,3,low,F,9,4118
6682,B,Ship,4,4,273,2,medium,M,6,5676
3346,B,Ship,4,1,155,4,low,F,1,4985
7422,F,Ship,7,5,278,4,low,M,1,1210
3243,A,Ship,4,4,173,3,high,F,9,5382
22,B,Ship,3,1,232,4,medium,F,51,2899
2529,A,Ship,2,3,139,8,medium,M,21,1033
10280,F,Flight,3,4,168,2,medium,F,7,4699
5162,F,Ship,4,3,130,3,medium,F,3,4317
5993,C,Ship,4,4,187,3,low,F,8,4893
4403,C,Ship,4,2,193,2,medium,F,1,5909
7773,A,Ship,4,3,197,4,medium,M,9,4429
7239,A,Road,3,3,99,5,medium,M,9,5470
8013,A,Ship,5,3,252,5,low,M,3,1474
8273,C,Ship,7,4,290,4,low,F,10,1886
3587,C,Ship,4,2,210,2,high,F,3,5876
7709,C,Ship,4,4,206,4,medium,F,9,1074
6553,D,Road,5,4,254,5,medium,M,7,1545
4323,A,Ship,6,1,185,3,high,F,8,4806
2943,A,Ship,3,3,148,2,low,M,39,1402
10454,F,Ship,4,3,259,5,medium,M,2,1574
8931,A,Ship,6,3,273,5,low,M,8,1746
1091,C,Road,4,2,221,2,medium,M,54,3065
5562,F,Ship,5,5,128,3,low,M,9,5143
338,F,Ship,4,4,201,2,low,F,1,3147
10169,C,Ship,4,4,258,2,medium,F,5,4562
1854,F,Ship,3,3,190,7,medium,F,7,2400
6998,F,Flight,3,2,215,4,low,F,3,4042
3515,C,Ship,2,4,189,3,low,M,3,5897
7074,F,Ship,4,3,195,4,medium,F,1,5004
4340,F,Ship,3,2,216,3,low,F,10,4083
7332,F,Ship,4,2,162,4,medium,M,7,5294
3286,B,Flight,3,3,191,3,low,M,4,4586
1233,A,Flight,4,2,166,3,low,M,5,1610
8279,C,Ship,3,1,186,2,low,F,1,5054
9554,F,Ship,3,1,189,4,low,F,4,4785
8648,F,Flight,6,1,285,4,low,F,3,1448
5951,C,Ship,4,4,184,8,low,M,7,5235
5989,D,Ship,5,2,233,7,medium,F,8,5519
9135,A,Ship,6,1,289,4,low,M,3,1181
4504,B,Road,3,5,174,6,medium,F,7,4608
8378,F,Ship,3,3,212,2,low,M,2,5125
3793,D,Ship,4,1,180,3,low,F,1,5677
10050,F,Ship,4,2,239,4,medium,M,8,4039
9560,F,Ship,4,3,173,3,medium,M,5,5331
1691,C,Ship,3,4,174,2,medium,M,51,1430
10888,B,Ship,4,1,275,3,medium,F,7,5382
5081,C,Flight,5,3,217,2,low,F,4,5588
9248,F,Ship,4,3,256,2,medium,F,3,4679
7244,F,Road,4,4,190,2,low,M,2,4460
291,A,Flight,4,4,270,3,low,M,12,3279
4858,B,Ship,4,5,152,3,medium,M,5,5191
10166,F,Ship,6,5,286,4,medium,F,4,4889
10200,F,Ship,4,3,248,5,low,F,7,1789
1121,C,Ship,3,2,210,2,medium,M,30,3928
5332,B,Road,4,1,197,3,low,M,2,4326
9794,F,Ship,3,4,226,3,low,F,7,4411
78,F,Ship,3,3,113,3,low,F,43,1518
3593,C,Ship,3,2,263,3,medium,M,8,5447
761,C,Ship,5,3,235,2,medium,F,12,3358
1337,C,Ship,3,1,140,4,low,M,27,1184
8870,F,Ship,4,4,261,5,medium,F,2,1829
10932,F,Ship,4,3,253,5,low,M,6,1366
10293,A,Ship,4,2,210,3,medium,F,10,5354
1093,D,Flight,4,4,200,3,low,M,19,2976
10103,C,Ship,4,2,220,3,low,F,9,5896
8958,F,Ship,5,3,182,4,medium,M,5,4770
1355,C,Road,3,1,182,3,medium,F,40,3536
10290,F,Flight,5,5,156,2,low,F,8,4817
1488,F,Road,6,1,219,6,low,F,10,2385
9113,C,Ship,3,1,159,3,low,M,10,4358
3853,D,Flight,6,4,148,4,low,F,10,5088
9290,F,Road,5,4,274,3,medium,F,1,4030
196,B,Ship,2,5,140,3,low,F,30,1030
8351,C,Road,6,2,286,4,low,F,5,1248
4770,F,Road,4,4,259,2,medium,F,8,4672
6238,B,Ship,3,3,238,2,medium,F,4,4206
8576,F,Ship,3,1,269,8,medium,F,4,4290
986,F,Ship,6,1,172,6,high,F,50,1052
477,A,Ship,4,2,149,3,medium,M,26,1863
5275,D,Ship,7,5,292,5,low,M,5,1932
785,C,Ship,3,1,209,2,low,M,43,2237
960,F,Flight,5,2,217,3,high,M,21,2600
9755,C,Ship,4,5,143,3,medium,M,2,5286
8291,C,Ship,4,5,221,10,high,M,9,4646
7976,F,Ship,4,3,97,6,low,F,4,4375
7642,B,Ship,4,3,252,4,low,M,2,5226
2259,A,Ship,3,2,256,4,low,F,18,2699
10758,F,Ship,5,4,274,5,low,M,6,1969
542,F,Road,4,3,142,3,low,F,35,1512
1672,B,Ship,3,2,192,3,low,F,19,3183
1802,F,Ship,3,1,195,3,high,M,5,3251
226,B,Ship,5,4,255,4,medium,F,38,2771
10524,F,Road,4,4,238,4,high,M,1,5702
10457,C,Ship,5,4,217,6,medium,M,6,1483
4634,F,Road,4,3,134,4,low,M,3,5233
3859,D,Ship,3,3,159,4,medium,M,9,4214
1454,F,Ship,6,3,223,6,medium,M,29,2980
2142,F,Ship,3,3,261,3,medium,M,14,3479
4725,A,Ship,5,3,199,4,medium,F,8,5362
4930,B,Flight,5,1,264,2,medium,F,3,4056
6660,F,Ship,5,3,224,4,low,M,7,4553
2834,F,Ship,4,1,165,4,medium,F,34,1831
5429,C,Ship,5,2,121,5,medium,F,10,4790
10697,C,Flight,3,1,143,4,low,M,6,5474
1707,A,Ship,4,4,147,5,medium,F,33,1886
9681,A,Ship,7,3,255,4,medium,F,4,1373
2091,A,Ship,3,2,139,3,high,F,4,1546
1509,A,Flight,4,5,259,2,medium,M,15,2381
8925,A,Ship,6,1,307,4,low,F,3,1977
2957,C,Ship,5,5,213,2,high,M,12,2522
7837,D,Ship,3,4,232,2,low,F,8,5629
2680,B,Ship,3,1,185,2,low,F,41,3787
3635,C,Ship,3,3,225,4,low,M,10,5690
9028,B,Road,3,4,156,3,low,M,4,4628
1380,F,Flight,3,5,240,6,low,M,21,3559
6605,C,Ship,6,3,295,4,low,F,10,1495
9213,A,Ship,4,5,188,3,medium,M,8,4125
4088,F,Road,3,5,268,2,medium,M,5,1707
2997,A,Road,3,1,132,4,medium,M,58,1067
8127,A,Ship,4,1,285,2,low,M,4,4401
6003,A,Road,6,4,282,4,low,M,6,1580
385,D,Road,4,3,236,2,high,M,23,3123
6271,D,Ship,6,4,293,6,low,F,7,1117
9056,F,Flight,3,3,168,2,high,M,10,5334
3792,F,Ship,3,3,268,10,medium,M,2,5626
6692,F,Road,6,1,259,3,low,F,3,5683
2437,D,Ship,3,1,169,2,medium,F,19,1183
10743,A,Ship,5,3,219,6,low,F,9,1019
9250,B,Ship,2,1,228,2,low,F,2,5435
1503,A,Flight,3,4,135,3,low,M,11,1740
1158,F,Ship,4,1,171,3,low,F,58,1516
10535,C,Road,5,1,152,3,medium,F,3,5981
267,A,Road,2,3,264,4,low,F,10,1648
2989,D,Road,5,3,168,4,low,M,7,1298
5443,D,Ship,3,4,222,3,medium,M,3,4068
3505,D,Ship,2,4,173,2,low,M,1,4721
1325,C,Ship,3,5,171,3,medium,F,24,1300
4226,F,Road,4,4,217,2,low,M,6,4029
1559,C,Ship,2,5,177,6,medium,F,41,1772
3382,B,Ship,3,2,211,6,low,F,2,4417
162,F,Ship,3,1,207,3,medium,F,56,3482
6516,F,Ship,6,2,293,5,medium,F,4,1281
8525,C,Ship,4,1,252,3,medium,M,4,5540
6494,F,Ship,7,3,133,5,low,F,4,1783
5334,F,Road,3,2,158,3,medium,M,4,5335
5944,B,Ship,5,5,158,2,low,M,8,4743
2995,D,Road,5,5,160,3,medium,M,55,1911
9407,C,Ship,4,1,274,5,low,F,5,1581
3750,F,Ship,4,4,273,2,low,M,9,5151
5809,D,Ship,2,1,197,4,low,M,5,4614
748,B,Ship,4,4,177,2,low,M,6,1112
9583,D,Road,5,5,184,2,medium,M,9,4649
10869,A,Ship,4,4,219,3,medium,M,10,4947
653,C,Ship,5,2,209,4,medium,F,12,2933
7722,F,Ship,5,1,229,6,low,M,9,1883
9639,A,Ship,4,4,140,2,low,M,6,4703
3854,F,Ship,3,3,232,3,low,F,9,5016
10891,D,Ship,4,3,188,4,medium,M,7,4024
9891,A,Ship,3,4,247,3,low,F,4,5844
10461,A,Ship,4,2,267,5,low,M,3,1933
8746,B,Road,3,2,260,2,low,M,7,5553
359,C,Ship,3,1,140,3,medium,F,65,1291
6937,D,Ship,4,4,191,2,low,M,1,4318
4117,D,Flight,3,4,259,4,medium,F,5,4564
6407,C,Ship,4,2,212,3,medium,M,3,5427
1063,D,Ship,4,2,272,4,low,M,62,2307
10700,F,Flight,4,4,255,6,low,F,9,1322
6977,C,Road,6,5,148,4,low,M,1,5216
5063,C,Road,6,2,140,2,high,M,1,4053
1161,A,Ship,4,5,127,8,low,M,39,1411
3624,F,Ship,3,3,155,3,low,F,3,5768
4371,A,Road,4,2,221,3,low,M,10,5632
2569,D,Ship,4,2,141,2,low,F,8,1495
7795,D,Road,4,2,209,2,medium,M,3,5607
6192,F,Ship,3,5,146,3,medium,F,7,4126
7635,A,Ship,5,1,230,4,medium,M,4,5363
9493,D,Ship,5,2,169,5,medium,F,2,4542
8950,B,Ship,5,1,241,3,low,M,7,5342
1763,C,Road,4,2,190,4,medium,M,61,2077
939,A,Road,5,3,236,3,medium,M,7,3589
4603,D,Ship,3,3,233,3,low,F,5,4976
4688,F,Ship,5,5,236,3,high,M,4,5724
3370,B,Ship,3,3,249,5,medium,F,9,1752
5724,F,Ship,4,5,233,4,low,F,6,1495
3567,A,Flight,4,5,222,3,low,F,5,5584
5596,B,Road,5,1,113,3,medium,F,6,5509
790,B,Ship,3,2,138,3,medium,F,34,1159
981,A,Ship,4,4,209,3,low,F,44,2075
1272,F,Ship,5,3,236,6,medium,M,9,3715
5668,B,Ship,4,5,229,2,medium,F,1,4869
7895,C,Ship,5,4,223,3,low,M,8,4310
4740,F,Ship,3,5,233,3,medium,F,7,5787
1155,A,Ship,4,5,143,8,low,M,44,1756
10693,D,Flight,3,4,207,10,low,F,6,5856
3093,A,Ship,3,1,238,6,medium,F,59,3375
3752,F,Ship,3,2,195,2,medium,M,8,4365
10187,C,Ship,6,3,282,4,medium,F,8,1375
7778,F,Ship,5,3,141,3,low,M,2,4124
5283,A,Ship,6,3,259,5,medium,F,1,1271
6621,A,Ship,5,5,230,3,low,F,10,5163
1663,D,Ship,6,1,286,7,medium,F,7,2338
3912,F,Ship,4,3,104,4,medium,M,3,4548
7351,D,Ship,4,2,262,3,low,M,2,4015
10581,A,Ship,3,1,235,3,low,F,9,5735
7764,F,Ship,6,4,272,4,medium,F,10,1171
9989,C,Road,3,5,148,3,low,M,4,5919
7461,A,Ship,7,2,289,4,low,M,5,1918
10647,A,Ship,3,2,159,2,medium,M,8,4326
3201,A,Ship,4,3,296,3,low,M,4,1991
6448,B,Flight,3,3,170,4,low,M,3,4049
7916,F,Ship,3,1,213,2,low,M,6,4747
7869,A,Ship,2,1,202,2,medium,F,5,4456
4798,B,Flight,6,5,291,4,low,M,9,1413
6083,C,Ship,4,3,229,2,medium,M,7,5364
6314,F,Flight,4,4,256,5,low,M,9,1622
1043,C,Ship,5,1,170,3,medium,F,60,1883
5656,B,Ship,4,4,198,2,medium,M,2,5725
4582,B,Ship,6,3,213,4,low,F,2,5349
3488,F,Ship,4,3,249,3,medium,F,6,5657
10245,A,Ship,3,5,283,2,low,M,2,4207
3913,D,Ship,4,4,121,5,low,F,8,4233
3156,F,Flight,3,4,149,3,low,M,1,5040
4114,B,Flight,5,1,238,2,medium,M,5,5441
7835,C,Ship,4,3,234,3,medium,F,9,4868
4391,C,Flight,3,3,175,2,medium,M,2,4814
417,A,Flight,4,3,159,3,low,M,33,1330
4215,A,Ship,3,1,214,3,medium,F,2,4958
7552,B,Flight,4,1,205,2,low,M,10,4086
716,F,Ship,4,1,137,4,high,M,15,1391
109,D,Ship,4,5,238,3,high,F,55,3257
2816,F,Ship,4,1,161,3,low,M,59,1454
9436,B,Road,6,4,256,4,medium,F,9,1791
9548,F,Ship,3,2,153,4,high,M,7,4750
2278,B,Ship,4,3,264,3,low,F,39,2213
21,A,Ship,3,3,161,2,medium,F,38,1521
10105,D,Ship,2,4,252,4,medium,M,4,4787
5022,F,Ship,6,2,293,5,low,F,3,1969
8435,C,Ship,3,5,147,3,medium,M,8,5272
5830,B,Ship,4,5,207,2,low,F,3,5270
4222,B,Road,3,2,239,2,low,F,3,5099
10865,C,Ship,5,3,148,3,low,M,7,4714
8132,F,Ship,5,4,237,3,medium,F,1,4369
10979,C,Ship,4,1,253,5,low,F,2,1362
6482,F,Ship,4,4,186,7,medium,M,9,5418
6055,D,Ship,4,4,202,3,low,F,3,5524
10194,F,Ship,6,4,280,4,low,M,4,1831
3038,F,Ship,5,4,135,2,medium,F,20,1908
6300,F,Flight,5,5,258,5,medium,M,7,1819
7202,F,Ship,6,1,272,4,medium,M,10,1534
10110,F,Ship,2,3,216,3,high,M,9,4032
9617,C,Ship,4,1,272,2,low,M,1,5666
3727,D,Ship,3,5,241,3,low,M,2,4976
7194,F,Ship,5,3,258,5,low,F,4,1665
1754,F,Ship,3,2,184,5,high,F,26,3336
8544,F,Ship,4,2,167,4,high,M,5,5250
6834,F,Road,3,2,220,3,medium,M,7,4555
2849,C,Ship,4,2,274,2,medium,M,55,3416
7906,B,Ship,3,2,139,3,medium,M,4,5531
3772,B,Ship,2,2,203,4,medium,M,10,5764
3285,A,Flight,4,1,200,2,low,F,9,4808
9078,F,Ship,3,2,247,2,high,M,1,4242
895,D,Ship,3,5,198,2,medium,F,62,3015
5060,F,Road,4,3,143,3,low,F,2,4693
5675,C,Ship,3,5,141,3,medium,M,10,5775
5518,B,Ship,7,4,291,4,high,M,4,1248
4850,F,Ship,4,5,261,2,low,M,3,4119
9515,C,Ship,3,4,255,3,medium,F,10,5291
2016,F,Ship,5,5,166,3,medium,F,20,1267
7345,D,Ship,3,4,185,2,low,M,4,5926
2517,A,Ship,5,5,264,3,medium,F,56,3482
6784,B,Ship,5,2,249,3,low,M,9,5978
5925,A,Ship,4,2,272,2,low,F,1,5939
9379,D,Ship,4,4,167,4,low,M,2,5908
8347,D,Road,5,4,260,5,low,M,10,1708
3609,A,Ship,3,5,257,3,low,M,5,5657
10059,A,Ship,4,1,256,4,medium,F,3,5324
695,C,Flight,4,4,214,3,low,M,36,2684
10815,A,Road,5,1,174,5,medium,F,6,4677
9289,D,Ship,4,2,168,6,medium,F,9,4030
4748,F,Ship,5,5,232,7,medium,M,6,5139
9559,D,Ship,3,5,157,4,medium,F,2,4640
620,F,Ship,3,5,224,2,low,M,13,3891
9592,B,Flight,4,1,173,5,low,F,5,5049
3360,F,Ship,3,5,150,3,medium,F,4,4442
7744,B,Ship,4,5,221,5,low,F,5,1608
671,C,Road,4,3,244,3,medium,M,1,3982
5721,A,Ship,6,3,305,4,low,M,3,1276
5614,B,Flight,5,5,173,3,low,M,4,5265
7017,A,Ship,6,1,103,4,low,M,2,5089
10885,D,Ship,4,4,221,3,medium,M,5,4024
9823,D,Ship,3,3,149,4,low,F,2,5282
6207,A,Ship,3,2,177,4,low,F,3,4199
1308,F,Ship,3,1,203,2,medium,F,51,3976
4319,C,Ship,4,4,249,10,medium,F,2,4190
956,F,Flight,4,5,209,8,medium,F,59,2948
10917,A,Ship,5,1,224,5,low,M,1,1600
3690,F,Road,4,3,266,3,low,M,9,5621
7817,C,Flight,4,3,181,3,low,M,4,4399
9561,A,Ship,3,2,236,2,medium,M,2,4239
5795,C,Ship,5,4,179,6,medium,F,8,4615
7136,F,Flight,4,4,153,3,low,M,5,4624
5605,D,Road,3,5,253,2,medium,M,7,5846
155,C,Ship,3,3,162,3,medium,F,8,1869
194,F,Ship,2,2,158,3,low,M,28,1968
5734,B,Road,3,2,170,2,low,M,2,4214
3196,B,Ship,6,4,161,4,medium,M,3,1747
5571,A,Ship,5,4,215,2,low,F,1,5669
646,B,Ship,4,2,124,3,high,M,60,1107
2757,A,Flight,3,5,98,3,medium,F,48,1635
4793,C,Flight,5,3,272,2,low,F,4,5112
2014,B,Ship,5,3,174,5,medium,M,47,1909
8422,B,Ship,4,3,187,4,low,M,9,5699
3512,F,Ship,4,2,177,3,low,M,8,4904
3999,A,Ship,3,3,256,3,medium,M,8,4070
8207,C,Road,4,5,206,3,medium,M,5,5785
3276,F,Road,2,5,241,4,low,F,4,5693
9402,F,Ship,6,3,276,4,low,F,8,1754
4274,F,Ship,5,2,196,3,medium,F,6,4257
8029,D,Ship,7,1,290,4,low,M,4,1488
9846,F,Road,4,1,161,3,medium,M,3,4590
6816,F,Ship,4,1,255,5,low,F,4,1005
9890,F,Ship,4,5,232,5,low,F,3,1817
1732,B,Ship,3,3,138,4,low,M,56,1440
6120,F,Ship,4,1,206,5,medium,F,7,5941
1126,B,Ship,6,4,283,5,medium,F,35,2686
5512,B,Ship,6,2,309,4,low,M,7,1941
8033,C,Ship,5,2,263,4,low,M,3,1740
6404,F,Ship,4,4,171,3,low,M,6,4343
6829,D,Road,5,4,244,6,low,F,10,1978
10091,C,Ship,4,5,141,2,low,M,1,4395
5323,D,Road,3,3,199,3,low,M,7,5258
4116,F,Flight,4,2,203,3,low,F,9,5296
10712,F,Ship,4,3,263,6,medium,M,10,1345
432,F,Ship,4,2,96,3,low,M,22,1294
4589,C,Ship,3,4,166,3,medium,F,8,4369
5151,A,Ship,4,1,241,4,medium,M,5,5080
1172,F,Ship,3,1,251,3,medium,F,18,2240
10260,F,Road,3,4,160,4,low,M,1,5341
176,F,Ship,4,4,150,2,medium,M,3,1285
10568,F,Ship,3,5,233,4,low,F,9,4541
442,B,Ship,5,3,190,3,high,M,45,2628
4360,B,Road,5,1,236,2,low,F,2,4987
10269,A,Road,4,5,198,3,low,M,2,4272
896,F,Ship,4,3,170,3,low,F,21,1588
10046,F,Ship,5,4,240,4,medium,M,7,4552
1500,F,Road,5,5,284,6,low,M,9,3912
4491,A,Ship,2,5,166,4,medium,F,3,4638
8645,C,Flight,5,1,255,5,low,M,3,1574
7648,B,Road,5,3,241,2,medium,M,5,5666
5389,D,Ship,3,3,211,4,low,M,7,4733
524,F,Road,3,1,155,3,medium,F,47,1193
5148,F,Ship,3,4,106,6,medium,F,7,4621
4618,B,Ship,4,4,168,4,medium,F,4,4676
301,D,Ship,5,3,127,3,low,F,43,1446
182,F,Ship,4,5,157,3,low,M,20,1487
7619,C,Ship,4,2,175,6,low,F,5,5445
8993,C,Ship,4,5,162,2,medium,F,9,5345
38,F,Ship,2,4,181,6,medium,F,16,3605
10122,F,Road,3,3,274,4,medium,F,7,4828
4655,C,Flight,2,5,271,2,low,F,5,5164
6076,B,Ship,3,1,230,3,medium,M,3,4957
2396,F,Ship,3,3,179,3,medium,F,12,1125
3619,D,Ship,4,5,237,2,medium,F,6,5954
9012,F,Ship,3,5,264,4,medium,F,8,4324
2766,F,Ship,5,5,226,3,low,M,50,2348
2983,D,Ship,3,5,126,2,low,F,63,1141
2830,B,Ship,3,4,172,3,low,M,56,1103
4660,B,Flight,5,3,191,2,medium,M,7,5783
7593,A,Ship,5,1,256,2,medium,F,1,5352
9588,F,Flight,5,1,170,4,medium,M,4,5113
2722,B,Road,4,4,238,3,low,F,13,2042
10112,F,Road,4,4,258,3,high,M,2,5420
4330,B,Ship,5,2,172,2,high,F,1,5112
3026,F,Flight,5,4,182,4,low,M,61,3063
9864,F,Flight,5,2,211,3,medium,F,8,4962
5569,D,Ship,4,1,211,3,high,M,5,5757
3121,D,Ship,3,5,238,2,medium,F,34,2726
9108,F,Ship,5,2,196,3,medium,M,4,4868
729,A,Ship,5,2,149,4,medium,M,48,1068
7219,D,Ship,5,5,262,5,low,M,9,1400
7812,F,Flight,5,4,228,4,high,F,7,5913
8560,B,Ship,5,1,236,5,medium,F,3,1699
3363,A,Ship,3,2,206,3,high,F,1,4431
7276,B,Flight,4,3,256,3,low,F,4,5068
9653,C,Ship,3,2,158,2,medium,M,9,4881
8879,C,Road,4,1,271,5,medium,F,3,1328
1128,F,Ship,4,4,136,3,high,F,35,1234
7309,D,Ship,4,4,161,2,medium,F,8,4348
9232,B,Ship,4,3,235,3,medium,F,4,4739
7702,B,Ship,4,3,244,3,low,M,7,4761
9367,D,Ship,4,3,189,3,medium,F,4,5613
7688,F,Flight,3,4,164,10,medium,F,10,4134
3965,C,Road,3,1,260,2,medium,F,6,4332
6496,B,Ship,7,4,296,4,low,F,8,1717
4447,D,Ship,6,3,219,4,medium,M,6,4885
10760,F,Ship,4,3,253,5,low,M,6,1367
8479,D,Road,3,4,260,5,low,M,2,4461
6226,B,Ship,2,5,211,3,low,M,3,1368
8972,F,Ship,3,3,261,3,low,M,2,5629
7980,F,Ship,4,4,272,2,low,M,7,4042
371,C,Ship,4,3,169,2,low,M,2,1399
4387,D,Flight,3,2,257,2,medium,F,1,4132
7343,C,Ship,4,4,238,3,low,F,7,4709
6357,A,Ship,3,5,238,6,medium,M,8,5620
8514,F,Ship,6,3,98,6,low,M,9,4787
10606,B,Ship,5,2,254,3,low,F,9,5714
1554,F,Ship,4,2,190,2,medium,F,6,3595
3599,C,Ship,3,4,183,2,low,M,3,4179
10834,B,Flight,6,5,258,5,low,F,1,5376
3247,D,Ship,4,1,189,3,medium,M,5,4496
3958,B,Road,3,3,250,3,low,F,5,4625
9057,A,Flight,2,5,243,3,high,M,7,4486
5120,F,Ship,3,5,197,3,low,M,4,5423
232,B,Ship,3,4,209,3,medium,F,60,2240
6118,B,Ship,6,4,271,3,low,F,7,5192
9269,C,Ship,3,1,170,3,high,F,6,5750
88,B,Ship,6,2,278,3,medium,F,3,2974
4077,A,Ship,5,2,248,8,low,F,10,4583
8966,F,Ship,3,5,178,3,low,F,7,4135
9947,C,Ship,7,3,262,4,low,F,1,1384
4875,A,Ship,4,4,238,5,low,M,1,4753
1838,F,Ship,4,5,217,4,medium,M,37,2128
3432,F,Flight,3,1,228,3,medium,M,9,5530
6060,F,Ship,3,4,168,3,low,M,5,5964
10651,D,Ship,4,4,239,3,medium,F,7,5297
8114,F,Ship,3,2,210,3,medium,M,8,4011
10326,F,Ship,3,2,188,5,medium,M,7,5673
3909,A,Ship,4,2,173,2,medium,M,9,4307
2160,F,Ship,4,4,228,3,low,M,60,2715
705,A,Ship,5,1,200,8,low,F,18,3806
10548,F,Flight,2,5,156,5,medium,M,7,5780
9995,C,Road,2,1,135,4,medium,F,8,5001
10367,C,Ship,4,3,160,2,low,M,9,5940
2667,A,Ship,3,2,138,3,low,M,49,1923
8230,B,Flight,4,2,282,4,medium,M,5,5422
1514,F,Flight,3,5,130,5,low,F,27,1891
8795,C,Ship,3,5,188,4,medium,M,3,4033
2307,A,Road,3,5,209,2,low,M,33,2603
6047,C,Ship,5,2,275,5,low,M,9,1373
2797,D,Ship,3,2,145,2,medium,F,29,1690
2296,B,Ship,4,2,223,3,medium,F,56,3158
4061,C,Ship,4,5,209,2,low,F,8,4047
2802,F,Ship,4,5,245,3,medium,M,6,2717
3396,F,Ship,6,5,224,4,medium,M,6,4616
3453,A,Ship,5,1,123,2,low,F,9,5497
10653,A,Ship,3,2,143,4,low,F,3,5845
8270,F,Ship,7,4,286,4,low,M,3,1262
7929,A,Road,4,1,137,3,medium,F,3,4962
10393,D,Road,4,2,156,3,medium,M,1,4097
6781,D,Ship,5,5,246,3,medium,F,9,4107
6132,F,Ship,5,5,270,3,low,F,9,5807
10097,C,Ship,5,1,151,3,low,F,9,4895
1319,C,Ship,2,3,159,3,medium,M,62,1124
8992,B,Ship,3,4,236,4,high,F,9,4744
