,ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
8394,8395,D,Ship,3,4,249,3,high,F,10,5629
7955,7956,F,Flight,7,3,285,4,low,M,10,1935
7025,7026,F,Ship,4,1,112,6,medium,M,9,5248
7558,7559,C,Ship,5,4,154,5,low,M,6,5659
2456,2457,A,Road,2,3,142,3,low,F,46,1694
4080,4081,D,Ship,3,4,265,3,medium,F,7,5113
7700,7701,A,Ship,5,4,199,5,medium,M,6,5210
2214,2215,D,Ship,4,2,182,2,medium,F,54,3261
1027,1028,F,Ship,3,1,146,3,medium,M,16,1714
10679,10680,F,Road,4,4,205,2,medium,F,8,5876
1421,1422,F,Ship,5,5,167,3,low,F,53,1564
2436,2437,D,Ship,3,1,169,2,medium,F,19,1183
8285,8286,F,Ship,4,3,211,8,medium,F,3,4550
6772,6773,C,Ship,2,5,185,3,low,F,9,5810
10005,10006,B,Flight,3,1,199,3,high,M,3,5127
1278,1279,D,Ship,3,2,185,3,medium,M,47,2467
10417,10418,F,Flight,3,1,158,5,low,M,9,1537
9031,9032,F,Road,3,3,250,4,medium,M,1,4717
2760,2761,D,Ship,5,3,264,10,medium,F,34,3441
5982,5983,D,Ship,4,3,269,2,medium,M,2,4158
6176,6177,A,Flight,3,1,226,2,medium,F,6,4946
8030,8031,A,Ship,5,5,238,6,low,F,3,1965
1978,1979,C,Ship,3,4,268,2,high,F,39,2822
1061,1062,F,Ship,4,2,199,3,low,M,64,2470
10221,10222,B,Ship,4,5,237,5,low,F,9,1978
1425,1426,B,Ship,5,2,239,2,medium,F,15,2471
5524,5525,C,Ship,5,5,304,5,low,F,8,1949
8355,8356,B,Flight,4,2,255,5,medium,M,2,1255
5613,5614,B,Flight,5,5,173,3,low,M,4,5265
1502,1503,A,Flight,3,4,135,3,low,M,11,1740
10718,10719,A,Ship,5,2,246,5,low,F,4,1072
9499,9500,F,Ship,2,2,156,4,high,M,9,4184
4026,4027,D,Ship,2,1,166,3,medium,F,8,4255
4794,4795,D,Flight,3,3,272,8,high,M,7,5257
9632,9633,A,Ship,5,1,172,2,low,F,9,1723
5994,5995,D,Ship,3,5,133,8,medium,F,8,5002
678,679,D,Road,3,3,117,3,medium,M,56,1618
2577,2578,B,Road,3,1,175,2,low,M,42,1668
10074,10075,D,Ship,4,3,136,4,low,M,10,5911
3098,3099,A,Ship,5,4,157,4,low,M,58,1252
7163,7164,F,Ship,4,5,228,5,low,M,9,1381
8682,8683,D,Ship,3,4,214,3,low,F,1,5722
7743,7744,B,Ship,4,5,221,5,low,F,5,1608
4710,4711,D,Ship,4,2,224,2,medium,F,8,4781
102,103,D,Ship,2,1,213,3,low,M,29,2732
957,958,B,Flight,3,1,265,4,low,M,50,2249
7363,7364,F,Ship,4,4,163,3,medium,M,7,4463
8061,8062,B,Road,4,4,104,5,low,F,7,5590
6935,6936,F,Ship,4,2,169,6,low,F,6,4179
1070,1071,A,Road,3,4,250,2,high,M,61,3207
4010,4011,A,Ship,2,5,154,3,medium,F,1,4377
2688,2689,D,Ship,2,2,137,3,low,F,20,1823
3919,3920,F,Ship,4,1,260,2,low,F,1,5001
9342,9343,D,Ship,4,2,210,3,low,M,5,4746
9161,9162,F,Road,7,4,244,4,medium,F,4,1953
3392,3393,A,Ship,4,3,296,2,medium,F,9,1523
10572,10573,D,Ship,5,1,208,2,low,F,9,4887
10485,10486,B,Ship,4,2,259,6,medium,M,8,1096
10301,10302,F,Ship,4,1,228,3,medium,M,4,5347
3282,3283,D,Road,3,4,175,3,low,F,3,4449
5453,5454,F,Road,4,1,196,5,low,M,7,5380
6341,6342,F,Ship,5,4,138,2,medium,F,8,5885
418,419,C,Flight,5,2,178,3,low,M,48,1517
10928,10929,A,Ship,3,5,278,4,medium,F,8,1785
5038,5039,C,Ship,6,1,264,4,low,M,10,1960
6379,6380,F,Ship,5,3,266,3,low,M,4,4969
1947,1948,B,Ship,3,2,116,2,low,F,22,1430
2318,2319,A,Road,5,2,187,2,medium,F,29,2863
7951,7952,F,Flight,6,4,306,4,low,F,8,1465
2299,2300,F,Ship,4,1,229,3,medium,F,20,2891
5519,5520,F,Ship,3,5,222,2,low,M,9,1321
5522,5523,A,Ship,4,2,133,3,low,M,2,1212
10832,10833,A,Flight,3,1,148,4,low,M,9,5536
208,209,C,Ship,2,4,152,3,low,M,55,1498
10028,10029,A,Ship,3,5,271,3,low,M,2,5229
6119,6120,F,Ship,4,1,206,5,medium,F,7,5941
4989,4990,B,Ship,2,4,151,4,low,F,2,1150
4461,4462,B,Ship,4,5,199,5,medium,M,8,5669
5225,5226,F,Ship,5,1,171,5,medium,F,2,5921
528,529,D,Road,5,5,261,3,medium,F,8,3257
1233,1234,B,Flight,3,5,176,3,high,F,1,1982
779,780,F,Ship,3,4,153,2,low,F,24,1442
722,723,A,Ship,5,3,150,2,low,M,2,1682
3941,3942,F,Ship,3,5,271,4,medium,M,1,5852
8184,8185,D,Ship,4,4,188,4,low,F,10,4571
5684,5685,A,Ship,3,1,212,3,medium,M,10,5759
1860,1861,D,Ship,4,4,226,7,low,M,9,2182
9284,9285,A,Ship,5,4,235,3,low,M,3,4411
10522,10523,C,Road,3,5,259,3,medium,M,7,4480
9754,9755,C,Ship,4,5,143,3,medium,M,2,5286
3870,3871,D,Ship,3,2,211,3,high,M,7,4145
1992,1993,D,Ship,4,2,172,3,low,M,1,1182
2332,2333,C,Flight,3,2,181,4,low,F,18,3696
8683,8684,F,Ship,6,3,267,4,medium,M,2,5917
9989,9990,F,Road,5,5,171,2,high,M,8,4602
6478,6479,C,Ship,4,2,177,6,low,F,3,4392
8297,8298,F,Ship,4,1,270,10,medium,F,5,5494
3780,3781,D,Ship,3,3,231,2,high,F,8,5021
2021,2022,F,Ship,4,5,246,6,low,M,64,2271
3459,3460,B,Ship,2,4,180,2,low,F,8,4321
428,429,A,Ship,2,2,140,3,low,F,19,1806
2471,2472,F,Flight,5,2,143,3,medium,M,12,1802
7433,7434,F,Ship,4,4,144,3,low,F,7,5351
6141,6142,B,Road,3,1,133,3,low,F,9,5724
5114,5115,A,Ship,5,3,197,3,medium,F,2,4678
5651,5652,F,Ship,4,3,200,3,medium,M,5,5108
10105,10106,F,Ship,5,5,265,3,low,M,3,5637
1396,1397,C,Ship,6,3,135,5,low,F,20,1266
1489,1490,F,Road,3,1,268,3,medium,M,3,3040
5935,5936,F,Ship,4,1,271,4,low,M,9,5853
2884,2885,C,Flight,4,3,269,6,medium,M,62,3950
4436,4437,A,Ship,3,4,212,3,medium,M,10,4663
1042,1043,C,Ship,5,1,170,3,medium,F,60,1883
4704,4705,D,Ship,5,3,163,3,medium,M,9,4419
573,574,B,Ship,4,3,108,6,low,F,22,1745
10305,10306,B,Ship,4,4,154,3,low,M,4,5393
257,258,F,Road,2,2,129,3,medium,F,22,6614
8406,8407,D,Ship,3,1,238,2,medium,M,5,4355
9855,9856,B,Road,2,2,260,3,medium,F,6,4747
10712,10713,A,Ship,4,2,233,5,low,F,8,1097
8813,8814,F,Ship,4,2,265,4,medium,F,3,4120
2835,2836,B,Ship,3,3,186,3,low,M,24,3262
6076,6077,C,Ship,3,4,188,4,low,F,6,5016
2089,2090,F,Ship,3,1,265,3,medium,F,61,3010
3625,3626,F,Ship,3,4,165,2,medium,F,8,4280
702,703,D,Ship,3,4,265,8,low,F,35,3299
3189,3190,B,Ship,5,1,160,3,high,M,2,5141
503,504,F,Ship,3,2,174,3,low,M,30,1986
6114,6115,D,Ship,3,2,204,3,low,F,8,4586
9715,9716,F,Road,4,5,248,3,low,F,2,5310
1345,1346,F,Road,3,5,264,2,medium,F,1,3947
10543,10544,F,Road,3,5,158,3,low,M,10,4861
9398,9399,A,Ship,7,3,267,4,medium,F,10,1548
2248,2249,C,Ship,5,1,189,3,medium,M,13,3492
6756,6757,D,Ship,4,3,239,3,medium,M,9,5897
6071,6072,F,Ship,3,4,257,5,medium,F,5,5365
6325,6326,F,Ship,3,4,237,3,low,M,1,5980
372,373,D,Ship,4,5,188,3,low,M,38,3031
9301,9302,F,Road,3,5,234,2,medium,F,8,5241
7771,7772,F,Ship,3,3,167,4,medium,M,1,5301
2006,2007,A,Ship,3,2,209,2,low,F,24,2748
7463,7464,F,Ship,5,5,266,5,medium,M,7,1440
9778,9779,C,Ship,3,1,263,3,medium,F,4,4208
4918,4919,C,Road,3,3,162,2,medium,M,7,5719
10881,10882,B,Ship,3,2,123,4,low,F,10,5891
1459,1460,F,Ship,3,4,183,2,medium,F,52,2078
7381,7382,F,Road,6,4,240,3,low,F,9,4986
2102,2103,A,Ship,3,5,164,3,low,M,61,1473
997,998,F,Ship,3,5,164,3,medium,F,43,1423
10621,10622,F,Ship,4,1,132,2,medium,M,1,5025
10168,10169,C,Ship,4,4,258,2,medium,F,5,4562
1176,1177,D,Ship,6,4,269,2,high,M,47,4000
10660,10661,C,Road,5,1,257,5,medium,F,8,1128
551,552,F,Flight,3,5,233,3,medium,M,52,3519
744,745,D,Ship,2,4,280,4,low,M,48,1463
3298,3299,C,Flight,5,4,243,3,medium,M,4,4420
6797,6798,F,Ship,4,4,250,3,low,M,10,4505
3497,3498,F,Ship,3,4,204,2,low,F,10,5844
4335,4336,B,Ship,4,3,171,5,low,F,2,5242
10505,10506,F,Ship,4,2,136,4,low,F,3,4190
4003,4004,F,Ship,2,2,158,3,medium,F,2,4153
3936,3937,D,Ship,3,5,137,2,low,F,6,5709
4593,4594,B,Ship,3,4,271,3,low,F,9,4889
4031,4032,F,Ship,6,5,98,3,low,F,8,5946
8677,8678,F,Ship,4,5,159,5,medium,F,2,5654
8704,8705,C,Ship,3,5,206,3,medium,F,9,5751
8670,8671,D,Ship,3,1,159,3,low,M,10,4784
5262,5263,D,Ship,6,4,285,4,medium,M,6,1582
10688,10689,A,Flight,2,2,237,5,low,M,8,4461
6543,6544,B,Ship,6,1,261,4,medium,F,8,1524
10624,10625,C,Ship,4,1,258,3,medium,M,10,5916
5515,5516,F,Ship,6,5,268,4,low,M,10,1170
6070,6071,C,Ship,5,5,175,6,low,F,2,4883
4256,4257,A,Flight,3,1,166,2,low,F,10,5932
693,694,B,Flight,3,3,207,7,medium,M,19,2182
2533,2534,F,Ship,3,4,229,3,medium,F,46,3223
5514,5515,D,Ship,5,3,287,4,low,M,2,1437
3443,3444,F,Ship,4,1,247,2,medium,F,7,5098
982,983,C,Ship,3,2,175,4,medium,F,17,1276
5993,5994,F,Ship,3,4,148,3,low,F,8,5267
5281,5282,F,Ship,5,2,136,2,low,M,3,1370
79,80,F,Ship,3,5,257,2,medium,F,56,3711
9265,9266,F,Ship,3,3,212,3,medium,M,10,5724
91,92,F,Ship,5,5,286,3,low,F,18,3163
7888,7889,C,Ship,3,1,212,6,low,M,5,5339
2266,2267,C,Ship,5,3,194,3,medium,F,6,2736
5820,5821,D,Ship,3,1,192,3,low,F,4,5179
5735,5736,F,Road,4,3,147,4,low,F,7,4865
6369,6370,B,Ship,3,2,154,3,medium,M,1,5322
261,262,B,Road,2,3,151,3,low,F,23,1930
2142,2143,D,Ship,3,5,199,3,medium,F,62,3259
3337,3338,F,Ship,6,2,204,4,medium,F,2,4431
3691,3692,F,Road,3,5,272,2,low,M,3,5638
10085,10086,F,Ship,4,5,217,3,low,F,3,5380
6312,6313,D,Flight,6,2,161,4,low,M,10,1683
5577,5578,B,Ship,3,1,242,6,low,M,10,5493
2268,2269,D,Ship,4,1,132,4,medium,F,10,1343
445,446,F,Ship,4,4,189,2,medium,F,18,2955
5950,5951,C,Ship,4,4,184,8,low,M,7,5235
5441,5442,F,Ship,3,1,209,2,medium,F,3,4184
5419,5420,F,Ship,5,3,223,3,low,M,6,5977
3724,3725,C,Ship,5,1,245,3,medium,M,9,5690
6741,6742,B,Ship,3,2,209,2,medium,F,2,4635
5199,5200,B,Road,5,4,249,3,high,F,2,4397
3555,3556,B,Road,4,1,173,3,low,F,5,5232
9917,9918,F,Ship,5,5,243,5,medium,M,2,1817
1598,1599,A,Ship,3,5,193,3,high,F,57,3364
10850,10851,A,Ship,4,1,202,3,low,M,7,4788
1701,1702,B,Ship,3,1,138,3,low,F,41,1914
5459,5460,F,Road,4,4,146,3,low,F,10,5805
7498,7499,C,Ship,5,5,249,5,medium,M,5,1662
4032,4033,D,Ship,3,5,193,3,medium,M,2,4784
2526,2527,D,Ship,4,1,252,3,medium,F,30,2669
6536,6537,A,Ship,5,2,232,3,low,F,1,1187
4825,4826,F,Ship,3,4,269,3,medium,M,9,5133
8748,8749,D,Road,4,5,258,3,low,M,8,4046
68,69,A,Ship,4,2,231,4,medium,F,6,2512
1168,1169,C,Ship,4,3,177,4,low,M,38,1767
3848,3849,A,Flight,3,4,224,2,low,M,8,4162
48,49,D,Ship,5,4,190,2,medium,M,9,3753
7781,7782,F,Ship,4,1,249,6,medium,M,2,5720
1053,1054,B,Ship,5,2,173,4,low,M,21,1674
84,85,D,Ship,4,5,197,2,medium,F,40,2710
3149,3150,F,Flight,2,3,134,3,low,M,4,5958
5636,5637,A,Ship,4,5,206,2,medium,F,10,4437
880,881,C,Ship,2,4,194,6,medium,F,39,3770
2651,2652,F,Ship,3,2,162,4,low,M,25,1316
5657,5658,F,Ship,4,4,217,5,medium,M,6,5891
2439,2440,B,Road,2,1,115,3,high,M,42,1247
9942,9943,D,Ship,4,4,266,6,low,F,2,1776
4600,4601,C,Ship,3,5,256,3,low,M,7,4366
6844,6845,C,Road,3,3,178,8,medium,M,8,4774
1467,1468,B,Ship,3,5,250,4,low,F,11,3464
7944,7945,D,Flight,4,1,145,3,low,M,8,5127
4291,4292,F,Ship,4,1,249,10,medium,M,7,5580
2441,2442,F,Road,4,5,133,3,medium,M,3,1403
7371,7372,B,Road,4,4,181,3,medium,M,1,5444
6912,6913,D,Ship,5,1,251,5,low,F,7,1924
230,231,A,Ship,3,1,146,2,low,F,54,1528
1320,1321,D,Ship,5,1,134,3,high,F,12,1775
41,42,F,Ship,5,5,139,4,medium,M,61,1265
3039,3040,B,Ship,4,4,177,3,medium,M,23,1142
777,778,B,Ship,5,1,234,2,low,M,12,2372
10288,10289,C,Flight,4,5,260,3,low,M,10,4331
2372,2373,A,Ship,2,3,129,3,low,M,50,1111
1729,1730,F,Ship,3,3,238,3,medium,M,54,2860
9806,9807,A,Ship,4,1,150,2,low,M,5,4133
3578,3579,A,Flight,3,2,169,2,medium,F,10,4038
579,580,B,Ship,2,5,201,3,medium,F,29,3894
5871,5872,B,Road,3,2,178,3,low,F,5,5686
7109,7110,F,Road,6,5,247,4,medium,M,7,1461
7282,7283,C,Ship,4,3,161,3,high,F,7,4799
3078,3079,D,Ship,4,5,135,2,low,M,60,1026
5667,5668,B,Ship,4,5,229,2,medium,F,1,4869
8742,8743,D,Road,5,4,189,2,low,F,4,5575
5284,5285,C,Ship,7,4,305,4,medium,F,6,1873
2867,2868,F,Road,5,4,157,4,low,F,65,1951
1491,1492,B,Road,5,5,226,3,medium,M,23,2626
8686,8687,C,Ship,3,2,150,2,medium,M,5,5264
8904,8905,D,Flight,6,4,270,4,low,F,10,1698
61,62,F,Ship,3,3,179,3,medium,M,52,1158
5358,5359,D,Flight,4,3,149,3,low,F,3,5542
3473,3474,F,Ship,3,2,204,4,low,M,4,4745
4896,4897,D,Ship,3,1,264,4,low,M,10,4265
7946,7947,A,Flight,3,5,255,7,medium,M,8,4091
402,403,D,Road,3,2,265,3,low,F,49,2791
332,333,A,Ship,3,5,215,3,medium,F,22,2585
2084,2085,A,Ship,3,2,173,3,high,M,40,1723
3057,3058,B,Ship,5,5,257,4,medium,M,31,2040
6201,6202,B,Ship,4,4,251,2,medium,F,6,4376
8256,8257,D,Ship,5,3,252,5,low,M,2,1312
4605,4606,B,Ship,5,2,178,5,low,F,5,5167
164,165,A,Ship,3,5,141,2,low,M,52,1692
5173,5174,F,Ship,3,3,211,3,medium,M,7,5185
2715,2716,B,Road,3,2,268,2,low,M,20,2731
9960,9961,D,Ship,6,5,254,4,high,F,10,1217
6329,6330,F,Ship,4,3,228,3,medium,F,1,5129
6252,6253,D,Ship,5,2,241,2,medium,M,6,4741
8241,8242,B,Ship,4,5,208,3,low,F,8,4632
3317,3318,F,Ship,5,3,141,3,low,M,9,4857
8839,8840,F,Ship,7,1,255,4,medium,F,8,1088
6837,6838,B,Road,3,3,250,6,medium,M,9,5322
8118,8119,D,Ship,4,5,163,2,medium,F,10,5529
9483,9484,B,Ship,3,2,241,3,medium,F,9,4301
3934,3935,C,Ship,6,5,178,3,low,F,5,4096
2755,2756,F,Flight,4,4,173,3,medium,F,64,1847
6654,6655,D,Ship,3,5,202,2,medium,M,3,5746
8768,8769,A,Flight,5,5,137,3,medium,F,5,4814
1334,1335,A,Ship,3,1,198,4,medium,F,44,2848
8479,8480,F,Road,4,2,190,2,medium,F,1,4020
2864,2865,A,Road,5,4,256,3,low,F,43,3658
1659,1660,B,Flight,4,1,104,7,medium,F,52,1083
8254,8255,C,Ship,3,4,245,3,medium,F,7,5429
753,754,B,Ship,5,1,227,3,low,F,14,2589
3064,3065,C,Ship,2,5,164,4,medium,M,2,1439
9678,9679,D,Ship,6,5,298,4,low,M,3,1009
2901,2902,B,Ship,4,1,216,4,low,M,4,2263
6424,6425,C,Road,5,1,163,3,low,M,4,4200
7610,7611,A,Ship,3,4,173,3,low,F,8,5979
706,707,C,Ship,3,5,223,3,medium,M,53,3670
6956,6957,A,Ship,3,1,186,3,high,F,1,5694
2973,2974,B,Ship,5,3,213,2,high,F,27,2581
10601,10602,F,Ship,3,3,158,3,low,F,6,5261
4281,4282,B,Ship,4,2,224,3,medium,F,3,4511
9425,9426,F,Ship,4,5,251,5,medium,M,10,1683
3535,3536,F,Road,6,3,222,5,high,F,2,4612
7772,7773,A,Ship,4,3,197,4,medium,M,9,4429
9038,9039,A,Flight,4,1,179,2,medium,F,7,4605
9334,9335,C,Ship,5,4,242,4,medium,F,5,5375
10863,10864,B,Ship,4,2,261,3,low,M,4,5345
4098,4099,D,Road,3,2,250,3,medium,F,4,5361
10551,10552,B,Flight,5,3,119,2,low,M,8,5290
3151,3152,F,Flight,2,4,274,10,high,M,3,4167
4604,4605,A,Ship,3,1,171,2,medium,F,6,5704
10519,10520,F,Ship,4,3,263,2,low,M,9,4210
9896,9897,A,Ship,4,5,220,3,medium,F,1,4912
3799,3800,F,Ship,4,3,247,2,medium,F,3,4862
4022,4023,A,Ship,5,5,194,4,medium,F,4,4003
7222,7223,C,Ship,4,2,244,5,low,F,7,5337
1834,1835,C,Ship,5,5,234,2,medium,M,44,2548
1074,1075,D,Road,4,5,268,3,medium,F,3,2758
6627,6628,B,Ship,5,1,245,3,low,F,9,4694
3438,3439,D,Flight,3,1,179,3,high,M,5,5898
5481,5482,B,Flight,3,5,162,3,medium,M,1,4480
6758,6759,A,Ship,4,5,156,3,low,M,5,4610
10732,10733,C,Ship,4,1,261,5,low,F,6,1129
2429,2430,F,Ship,3,2,143,3,low,F,58,1785
246,247,D,Ship,2,3,139,3,low,F,3,1788
3815,3816,F,Road,4,2,197,3,low,M,2,4113
3632,3633,A,Ship,3,1,205,2,medium,F,2,5322
10940,10941,A,Road,4,1,192,4,low,M,3,1689
2262,2263,D,Ship,3,3,114,6,low,F,26,1825
2246,2247,A,Ship,3,2,177,2,medium,F,23,1929
835,836,F,Flight,3,5,218,4,medium,M,60,3048
432,433,D,Ship,6,4,205,3,low,F,44,2064
7058,7059,A,Ship,3,4,226,2,medium,F,1,5460
1173,1174,B,Ship,4,3,171,6,medium,F,9,1909
5764,5765,C,Flight,6,3,257,4,low,F,4,1358
6223,6224,F,Ship,6,5,244,4,medium,F,2,1980
10537,10538,F,Road,4,4,180,4,medium,F,7,5609
4157,4158,F,Ship,3,1,243,2,medium,M,10,5460
10765,10766,F,Ship,5,1,274,5,low,F,2,1558
7199,7200,F,Ship,7,3,278,4,low,M,2,1038
4302,4303,D,Ship,4,1,159,3,low,M,4,4574
4344,4345,D,Ship,3,3,116,5,low,F,6,4524
7766,7767,A,Ship,6,3,282,4,low,M,9,1417
2729,2730,F,Road,3,1,132,2,medium,M,62,1909
10888,10889,C,Ship,4,4,192,2,low,M,1,4429
433,434,F,Ship,4,2,215,3,medium,F,48,2953
8359,8360,F,Flight,6,3,255,4,medium,F,8,1805
10452,10453,D,Ship,5,5,234,5,medium,M,9,1812
7501,7502,F,Ship,7,1,265,4,medium,F,3,1357
8051,8052,F,Ship,6,4,299,4,low,M,9,1527
8233,8234,F,Flight,2,4,142,3,high,M,2,5700
4002,4003,D,Ship,4,1,202,3,low,M,4,4029
1332,1333,D,Ship,4,5,269,4,medium,M,60,3456
6390,6391,D,Ship,4,5,219,2,high,M,4,4069
4963,4964,F,Ship,5,1,164,3,low,M,7,4540
1443,1444,B,Ship,5,3,184,4,medium,F,2,3798
5697,5698,B,Ship,3,1,191,5,medium,M,2,4956
4205,4206,F,Ship,5,2,243,3,low,M,4,5415
5146,5147,C,Ship,3,4,243,4,medium,F,10,4076
9787,9788,F,Ship,2,1,206,2,low,M,7,4721
8713,8714,F,Ship,4,3,164,4,medium,M,1,4257
2569,2570,F,Ship,5,2,263,2,medium,F,63,1254
3666,3667,D,Ship,4,4,274,3,high,F,3,4202
4877,4878,F,Ship,3,3,165,3,medium,F,4,5924
2446,2447,C,Road,3,5,165,2,high,F,37,1234
6987,6988,B,Flight,3,5,210,3,low,M,6,5566
7690,7691,C,Ship,4,4,140,8,medium,F,2,5481
9697,9698,F,Ship,6,3,274,4,low,F,5,1452
3172,3173,C,Ship,4,4,172,3,medium,F,1,4201
1223,1224,F,Road,3,1,258,2,medium,M,11,2791
4679,4680,F,Ship,4,5,205,3,medium,F,9,4411
544,545,C,Flight,4,2,180,3,low,F,47,1434
1204,1205,C,Ship,5,2,198,5,low,M,65,1994
4454,4455,A,Ship,3,1,171,2,medium,F,7,4010
5120,5121,A,Ship,5,2,176,3,low,M,9,5656
10026,10027,D,Ship,5,3,255,4,medium,F,4,4178
2637,2638,B,Ship,3,1,254,4,low,F,33,2542
10654,10655,C,Ship,5,1,251,4,low,M,1,5011
10540,10541,C,Road,3,5,253,4,medium,F,5,4761
9168,9169,D,Road,4,3,260,5,low,F,8,1756
5214,5215,D,Flight,6,2,291,4,low,M,8,1019
9602,9603,A,Flight,3,4,155,3,medium,M,9,5718
877,878,F,Ship,4,1,222,3,medium,M,25,2582
8948,8949,A,Ship,4,2,161,4,low,F,9,4713
196,197,C,Ship,2,2,135,3,low,M,15,1339
10723,10724,F,Ship,5,5,221,5,low,M,7,1958
3383,3384,F,Ship,3,3,150,3,medium,M,4,5536
7060,7061,C,Ship,3,1,173,3,low,F,3,4453
7634,7635,A,Ship,5,1,230,4,medium,M,4,5363
2997,2998,B,Road,4,2,185,4,medium,F,36,2583
6109,6110,F,Ship,4,5,216,2,low,F,8,5767
2571,2572,B,Ship,4,5,212,4,low,M,21,1014
4770,4771,D,Road,4,5,180,3,medium,F,1,5088
10034,10035,A,Ship,4,4,102,3,high,F,9,5644
10316,10317,A,Ship,3,2,211,2,low,M,4,4978
10046,10047,A,Ship,3,2,187,3,medium,F,7,5334
4190,4191,A,Ship,4,5,175,2,medium,M,4,4910
8287,8288,F,Ship,6,4,217,4,medium,F,4,4247
2682,2683,D,Ship,4,4,279,5,medium,F,56,2697
2508,2509,D,Ship,3,5,190,10,medium,M,26,3244
4373,4374,F,Road,3,5,199,4,low,M,7,4520
8083,8084,F,Flight,4,4,175,3,low,F,6,4600
5862,5863,D,Ship,3,3,269,3,low,M,4,4309
1244,1245,A,Flight,4,2,136,2,medium,F,17,1285
4503,4504,B,Road,3,5,174,6,medium,F,7,4608
9712,9713,C,Road,6,1,280,4,low,F,5,1624
4121,4122,F,Flight,5,3,255,3,medium,F,8,5983
9471,9472,B,Ship,5,3,194,3,low,M,7,5545
4561,4562,F,Ship,5,3,227,4,low,F,10,1317
5496,5497,D,Flight,5,2,205,3,low,F,2,4270
9028,9029,C,Road,4,3,187,4,low,M,4,4757
254,255,A,Road,2,2,152,3,low,F,61,1800
4412,4413,A,Ship,5,4,269,2,medium,F,2,5276
5650,5651,C,Ship,5,1,156,2,low,M,10,5086
9101,9102,F,Ship,5,3,223,5,medium,M,4,1817
759,760,B,Ship,3,3,202,3,medium,F,35,3986
654,655,D,Ship,4,5,249,2,low,M,4,2725
6421,6422,F,Road,4,2,150,4,low,F,1,5922
3401,3402,F,Road,4,5,167,2,low,F,7,4289
1420,1421,C,Ship,5,4,230,3,low,F,39,3989
3044,3045,A,Ship,4,4,243,3,low,M,10,3327
2830,2831,C,Ship,4,5,198,3,medium,M,33,2129
9116,9117,A,Ship,3,3,205,3,high,M,1,5851
328,329,C,Ship,5,1,274,2,medium,M,24,2423
7286,7287,A,Ship,4,1,191,2,low,F,4,5851
4929,4930,B,Flight,5,1,264,2,medium,F,3,4056
3019,3020,F,Flight,4,5,253,2,low,F,36,3389
3029,3030,F,Flight,3,2,224,3,low,M,40,2180
2636,2637,A,Ship,4,3,154,3,medium,M,10,1711
7459,7460,F,Ship,5,5,225,5,low,F,9,1646
3018,3019,D,Flight,4,5,219,2,medium,F,21,3830
2945,2946,F,Ship,3,2,212,3,medium,F,9,2521
3659,3660,F,Ship,6,3,166,3,low,F,2,5559
7428,7429,D,Ship,4,2,221,3,low,M,10,4126
8548,8549,C,Ship,5,2,226,5,medium,M,5,1323
8550,8551,D,Ship,4,2,232,5,medium,F,4,1783
2663,2664,F,Ship,4,4,151,2,low,F,38,1001
4606,4607,C,Ship,3,1,233,2,high,M,1,5073
1362,1363,D,Road,4,5,233,3,medium,F,43,3856
6096,6097,D,Ship,4,2,156,2,medium,M,5,4467
3481,3482,F,Ship,4,3,254,4,low,M,9,4492
10600,10601,C,Ship,5,1,240,5,medium,F,5,4144
10835,10836,F,Flight,5,4,143,2,low,F,8,5291
10668,10669,D,Road,4,4,233,5,low,F,10,1173
10869,10870,B,Ship,4,2,146,3,medium,M,7,4381
6804,6805,D,Ship,4,4,182,3,high,F,7,5197
2880,2881,D,Flight,3,2,165,3,medium,M,47,1639
3381,3382,B,Ship,3,2,211,6,low,F,2,4417
1302,1303,D,Ship,4,1,152,3,medium,F,65,1706
5095,5096,F,Ship,3,4,243,2,medium,M,1,5840
9910,9911,C,Ship,6,4,296,4,low,M,4,1973
6017,6018,F,Road,6,3,269,4,low,M,3,1006
4366,4367,C,Road,2,5,216,3,medium,F,2,5098
8012,8013,A,Ship,5,3,252,5,low,M,3,1474
3235,3236,F,Ship,5,4,182,2,medium,M,2,4554
3257,3258,F,Ship,4,2,222,3,high,F,9,5337
8126,8127,A,Ship,4,1,285,2,low,M,4,4401
10004,10005,A,Flight,4,1,204,3,medium,M,3,4310
176,177,A,Ship,4,5,192,3,high,M,20,3872
435,436,B,Ship,3,1,112,2,high,M,22,1846
4250,4251,A,Flight,5,4,194,5,low,M,8,4038
308,309,A,Ship,4,2,165,2,high,M,11,1596
1565,1566,F,Ship,4,4,210,3,medium,F,14,3666
3964,3965,C,Road,3,1,260,2,medium,F,6,4332
6830,6831,A,Road,7,1,275,4,medium,M,7,1754
8444,8445,A,Ship,6,4,281,3,low,F,7,5180
9026,9027,A,Road,3,4,162,5,low,F,1,4240
595,596,F,Ship,3,1,185,3,low,M,61,3280
6437,6438,F,Flight,4,1,171,4,medium,M,2,5082
9162,9163,D,Road,5,3,222,6,low,M,9,1656
2623,2624,F,Ship,4,1,152,3,high,M,26,1464
8370,8371,D,Flight,3,3,163,3,medium,M,5,5362
10076,10077,A,Ship,5,3,242,3,low,F,10,4889
231,232,B,Ship,3,4,209,3,medium,F,60,2240
179,180,F,Ship,5,5,255,4,medium,M,3,3440
